★scn00000★ 01_妃愛12_2.txt
☆nme00220☆ 華乃

★txt00221★ 「泣いてないけど」
☆txt00221☆ 「才没有哭！」

★scn00222★ 01_妃愛12_2.txt
☆scn00222☆ 01_妃愛12_2.txt

★nme00223★ 天梨
☆nme00223☆ 天梨

★txt00224★ 「今もかいちょーが読むの聞きながらちょっと泣いてたよね！」
☆txt00224☆ 「刚刚听会长读信的时候也偷偷地掉了几滴眼泪吧！」

★scn00225★ 01_妃愛12_2.txt
☆scn00225☆ 01_妃愛12_2.txt

★nme00226★ 華乃
☆nme00226☆ 華乃

★txt00227★ 「泣いてないんだけど。は？　ぜんぜん泣いてないんだけど。和泉の声でなんて絶対に泣かないけど。なんだったら、私が和泉泣かすけど？」
☆txt00227☆ 「没有哭。哈？我完全没有哭。才不会因为和泉的声音而哭的。真要哭，也是我把和泉弄哭哦？」

★scn00228★ 01_妃愛12_2.txt
☆scn00228☆ 01_妃愛12_2.txt

★nme00229★ あすみ
☆nme00229☆ あすみ

★txt00230★ 「ひよりん、よしよし。よかったね、先輩がお兄さんで」
☆txt00230☆ 「妃爱亲，好啦好啦。真好啊，有学长这个哥哥。」

★scn00231★ 01_妃愛12_2.txt
☆scn00231☆ 01_妃愛12_2.txt

★nme00232★ 神田 & 柑凪
☆nme00232☆ 神田 & 柑凪

★txt00233★ 「ねーっ！　去年の文化祭の返事が聞けるとは思わなかった！　私、ひよりんの朗読劇に感動して生徒会入ったから、今も泣きそうになっちゃった！」
☆txt00233☆ 「对吧！没想到能听到去年文化祭的回答呢！我是听到了妃爱亲的朗读剧十分感动于是加入的学生会，现在眼泪已经在眼眶里面打转了！」

★scn00234★ 01_妃愛12_2.txt
☆scn00234☆ 01_妃愛12_2.txt

★nme00235★ 天梨
☆nme00235☆ 天梨

★txt00236★ 「かのちん、これが素直ってものだよ。見習おうね！」
☆txt00236☆ 「华乃亲，这就是直率。好好学学哦！」

★scn00237★ 01_妃愛12_2.txt
☆scn00237☆ 01_妃愛12_2.txt

★nme00238★ 華乃
☆nme00238☆ 華乃

★txt00239★ 「いや泣いてないけど」
☆txt00239☆ 「不不，我根本没有哭。」

★scn00240★ 01_妃愛12_2.txt
☆scn00240☆ 01_妃愛12_2.txt

★nme00241★ 飯田 & 伊々奈
☆nme00241☆ 飯田 & 伊々奈

★txt00242★ 「いっ……いな、いいな！　ひよりんと和泉会長の関係、とってもいいな！　素敵な誕生日になってよかったね、ひよりん！」
☆txt00242☆ 「太……太，太甜了！妃爱亲和会长的关系也太甜了吧！妃爱亲，能有一个这么特别的生日真的太好了！」

★scn00243★ 01_妃愛12_2.txt
☆scn00243☆ 01_妃愛12_2.txt

★nme00244★ 妃愛
☆nme00244☆ 妃愛

★txt00245★ 「おまえら絶対許さん……ううっ、ひっく……おまえら全員、この先ずっと大好きだからなバカヤロウ！」
☆txt00245☆ 「你们这群家伙，都别想跑……呜呜，嘶……我今后会一直喜欢着你们的，笨蛋！」

★scn00246★ 01_妃愛12_2.txt
☆scn00246☆ 01_妃愛12_2.txt

★nme00247★ あすみ
☆nme00247☆ あすみ

★txt00248★ 「私もひよりんのことずっと好き！　ぎゅーっ！」
☆txt00248☆ 「我也会一直喜欢着妃爱亲的！抱抱！」

★scn00249★ 01_妃愛12_2.txt
☆scn00249☆ 01_妃愛12_2.txt

★nme00250★ 神田 & 柑凪
☆nme00250☆ 神田 & 柑凪

★txt00251★ 「えっすみちゃんがそんなことするの珍しい！　私もする！　ぎゅーっ！」
☆txt00251☆ 「诶，难得看到亚澄做这种事！我也要！抱抱！」

★scn00252★ 01_妃愛12_2.txt
☆scn00252☆ 01_妃愛12_2.txt

★nme00253★ 飯田 & 伊々奈
☆nme00253☆ 飯田 & 伊々奈

★txt00254★ 「じゃあ私も……ぎゅっ、ぎゅーっ！」
☆txt00254☆ 「那我也来……抱抱！」

★scn00255★ 01_妃愛12_2.txt
☆scn00255☆ 01_妃愛12_2.txt

★nme00256★ 詩桜
☆nme00256☆ 詩桜

★txt00257★ 「和泉君、今なら私があの中へ交ざってもおかしくないかな？　後ろからそっと肩を抱く感じであれば許されるんじゃないかな！？」
☆txt00257☆ 「和泉，我现在混进她们之中也不奇怪吧？只要从背后轻轻地抱住肩膀的话应该就没关系了吧！？」

★scn00258★ 01_妃愛12_2.txt
☆scn00258☆ 01_妃愛12_2.txt

★nme00259★ 智宏
☆nme00259☆ 智宏

★txt00260★ 「常磐でも抱きしめててください。いやまあ今回はお世話になったので、妃愛の代わりに俺なら抱きしめてもいいですよ。同じ血は流れてるはずなので」
☆txt00260☆ 「请你去抱着常磐吧。啊不对，这次收到了你很多帮助，所以作为代替，抱抱我也可以哦。毕竟我们身上流着的是相同的血。」

★scn00261★ 01_妃愛12_2.txt
☆scn00261☆ 01_妃愛12_2.txt

★nme00262★ 詩桜
☆nme00262☆ 詩桜

★txt00263★ 「君を抱きしめでもしたら、私がひよりんに怒られてしまいそうじゃないか」
☆txt00263☆ 「如果抱了你的话，妃爱亲会对我发脾气的！」

★scn00264★ 01_妃愛12_2.txt
☆scn00264☆ 01_妃愛12_2.txt

★nme00265★ 智宏
☆nme00265☆ 智宏

★txt00266★ 「いやっ、別にそれで妃愛が怒る要素はない……と思いますよ！？」
☆txt00266☆ 「没吧，没有会让妃爱生气的要素吧……大概！？」

★scn00267★ 01_妃愛12_2.txt
☆scn00267☆ 01_妃愛12_2.txt

★nme00268★ あすみ
☆nme00268☆ あすみ

★txt00269★ 「ひよりんは先輩のこと大好きだもんね？」
☆txt00269☆ 「毕竟妃爱亲最喜欢学长了不是吗？」

★scn00270★ 01_妃愛12_2.txt
☆scn00270☆ 01_妃愛12_2.txt

★nme00271★ 妃愛
☆nme00271☆ 妃愛

★txt00272★ 「大好きですとも……ええ大好きですとも、こんな誕生日プレゼントを用意されたら、一生涯大好きになってしまいますとも！」
☆txt00272☆ 「当然喜欢……嗯，最喜欢了，为我准备了这样的生日礼物，当然会一辈子都喜欢下去的！」

★scn00273★ 01_妃愛12_2.txt
☆scn00273☆ 01_妃愛12_2.txt

★nme00274★ 妃愛
☆nme00274☆ 妃愛

★txt00275★ 「もういい、みんなの前ではっきり言ってしまおう。私はお兄ちゃんが好きだよ、大好きだよ、めっちゃ好きだよ。ブラコンですよ、ええ私はブラコンですとも」
☆txt00275☆ 「已经够了，就在大家面前说清楚吧。我喜欢哥哥哦，最喜欢了。而且我是兄控，是一个重度兄控。」

★scn00276★ 01_妃愛12_2.txt
☆scn00276☆ 01_妃愛12_2.txt

★nme00277★ 
☆nme00277☆ 

★txt00278★ わりとギリギリな発言だった気もするけど、そうそう兄妹恋愛なんて発想には至らないのか、みんな微笑ましそうに俺たちを見守っていた。
☆txt00278☆ 虽然刚刚妃爱的发言有一点危险，不过应该不至于让人往兄妹恋爱的方向上联想，大家也只是微笑着看着我们。

★scn00279★ 01_妃愛12_2.txt
☆scn00279☆ 01_妃愛12_2.txt

★nme00280★ 
☆nme00280☆ 

★txt00281★ 最後の「ブラコン」がなければ危なかった気がする。でも今の空気だと、２０年後くらいに妃愛が引退したあとは二人で暮らしても許されそうだ。
☆txt00281☆ 如果没有说最后那一句「兄控」的话可能就安全了。不过按现在的这个氛围，再过差不多二十年，在妃爱隐退之后，我们两个人一起生活下去也可以。

★scn00282★ 01_妃愛12_2.txt
☆scn00282☆ 01_妃愛12_2.txt

★nme00283★ 妃愛
☆nme00283☆ 妃愛

★txt00284★ 「お兄ちゃんも私に言うことあるよね。ほら」
☆txt00284☆ 「哥哥也有话要对我说吧。快快。」

★scn00285★ 01_妃愛12_2.txt
☆scn00285☆ 01_妃愛12_2.txt

★nme00286★ 智宏
☆nme00286☆ 智宏

★txt00287★ 「お、俺も妃愛が好き。世界で一番の妹だと思ってる。生まれ変わっても妃愛の兄になりたい」
☆txt00287☆ 「我，我也喜欢妃爱。妃爱是世界上最好的妹妹。如果有下辈子的话，我还想成为妃爱的哥哥。」

★scn00288★ 01_妃愛12_2.txt
☆scn00288☆ 01_妃愛12_2.txt

★nme00289★ 妃愛
☆nme00289☆ 妃愛

★txt00290★ 「はっ！　錦さん、今のも録音してる？　聞き返したいからちゃんと声録って！」
☆txt00290☆ 「啊！锦，刚刚还在录音吗？我想再听几遍所以赶快录下来！」

★scn00291★ 01_妃愛12_2.txt
☆scn00291☆ 01_妃愛12_2.txt

★nme00292★ あすみ
☆nme00292☆ あすみ

★txt00293★ 「先輩、もう一度お願いします」
☆txt00293☆ 「学长，可以再说一遍吗。」

★scn00294★ 01_妃愛12_2.txt
☆scn00294☆ 01_妃愛12_2.txt

★nme00295★ 智宏
☆nme00295☆ 智宏

★txt00296★ 「俺は自分の妹が好きなシスコン……いや、妃愛が好きなひよコンです。生涯妃愛のお兄ちゃんでいるとここに誓います」
☆txt00296☆ 「我是喜欢上了自己妹妹的妹控……不对，是喜欢上妃爱的妃爱控。我发誓，一辈子都会作为妃爱的哥哥不断努力下去的！」

★scn00297★ 01_妃愛12_2.txt
☆scn00297☆ 01_妃愛12_2.txt

★nme00298★ 
☆nme00298☆ 

★txt00299★ なにが刺さったのか女どもはきゃあきゃあと騒ぎ、俺はこのあと、ネットで検索した「男性に言われたい台詞」１位～３０位までを妃愛に向けて読まされた。
☆txt00299☆ 女生们好像对上了电波，发出一阵阵尖叫，然后，我把在网上查的「想从男生那听到的台词」的第一名到第三十名都读给妃爱听了。

★scn00300★ 01_妃愛12_2.txt
☆scn00300☆ 01_妃愛12_2.txt

★nme00301★ 
☆nme00301☆ 

★txt00302★ その間、妃愛は錦さんと神田さん、飯田さんに挟まれながら、常磐やアメリ、詩桜先輩と会話しつつ、心底楽しそうに大きな口を開けて笑っていた。
☆txt00302☆ 在此期间，妃爱一边被锦、神田和饭田抱着，一边和常磐、天梨和诗樱学姐聊着，时不时开怀大笑，露出了豪迈的笑容，看来她真的很开心。

★scn00303★ 01_妃愛12_2.txt
☆scn00303☆ 01_妃愛12_2.txt

★nme00304★ 
☆nme00304☆ 

★txt00305★ 妃愛の誕生日なのに俺のほうがプレゼントを貰った気分だよ。この大切な妹の年相応の姿が見られるなんて。
☆txt00305☆ 明明是妃爱的生日，我却感觉自己收到了礼物。居然能看到重要的妹妹和年纪相仿的表现。

★scn00306★ 01_妃愛12_2.txt
☆scn00306☆ 01_妃愛12_2.txt

★nme00307★ 
☆nme00307☆ 

★txt00308★ この１年の念願だった、妃愛が一日中幸せなだけの誕生日を贈ることができた。俺もにやける顔を抑えきれなかった。
☆txt00308☆ 我终于实现了这一年间的愿望，让妃爱度过了一个开开心心的生日。脸上不由得露出了痴笑。

★scn00309★ 01_妃愛12_2.txt
☆scn00309☆ 01_妃愛12_2.txt

★nme00310★ 
☆nme00310☆ 

★txt00311★ ――しかしその日の夜。
☆txt00311☆ ——但是在这一天晚上。

★scn00312★ 01_妃愛12_2.txt
☆scn00312☆ 01_妃愛12_2.txt

★nme00313★ 妃愛
☆nme00313☆ 妃愛

★txt00314★ 「それで、なんであんなことした」
☆txt00314☆ 「所以，哥哥你为什么要那么做？」

★scn00315★ 01_妃愛12_2.txt
☆scn00315☆ 01_妃愛12_2.txt

★nme00316★ 
☆nme00316☆ 

★txt00317★ 当然のように俺は説教されていた。本気では怒ってないみたいだけど。
☆txt00317☆ 我理所当然般地被说教了。虽然妃爱好像并不是真的在生气。

★scn00318★ 01_妃愛12_2.txt
☆scn00318☆ 01_妃愛12_2.txt

★nme00319★ 
☆nme00319☆ 

★txt00320★ 資正の餌やりと散歩だけは済ませたけど、二人きりの誕生日会の支度も先延ばしにして、俺は自分の部屋へ呼びだされた。
☆txt00320☆ 给资正投完食散完步，将只有我们两个人的生日会的准备延后，我被叫到了自己的房间里。

★scn00321★ 01_妃愛12_2.txt
☆scn00321☆ 01_妃愛12_2.txt

★nme00322★ 
☆nme00322☆ 

★txt00323★ 妃愛は着替えすらせず、仁王立ちで待っていた。迫力はない。
☆txt00323☆ 妃爱没有换衣服就跑了过来，做出了一副仁王立（仁王：寺门或者佛坛两侧的一对金刚力士像）的姿势等着我。但并没有感受到压迫力。

★scn00324★ 01_妃愛12_2.txt
☆scn00324☆ 01_妃愛12_2.txt

★nme00325★ 妃愛
☆nme00325☆ 妃愛

★txt00326★ 「なぜにみんなの前でお手紙読んだ」
☆txt00326☆ 「为什么要在大家的面前读那封信？」

★scn00327★ 01_妃愛12_2.txt
☆scn00327☆ 01_妃愛12_2.txt

★nme00328★ 智宏
☆nme00328☆ 智宏

★txt00329★ 「妃愛の……笑顔が見たくて……」
☆txt00329☆ 「因为我想看到……妃爱的笑容……」

★scn00330★ 01_妃愛12_2.txt
☆scn00330☆ 01_妃愛12_2.txt

★nme00331★ 妃愛
☆nme00331☆ 妃愛

★txt00332★ 「笑顔どころか号泣させられましたがな。私あれだけ泣いたの、人生でも去年の誕生日と、そのあとのドラレコ見たときと……あれ、けっこう泣いてる」
☆txt00332☆ 「别说笑容了，都让我哭成那样了。放眼整个人生，我哭成这样的也只有去年的生日，还有看那时录像带的时候……诶，原来我哭得这么多吗。」

★scn00333★ 01_妃愛12_2.txt
☆scn00333☆ 01_妃愛12_2.txt

★nme00334★ 妃愛
☆nme00334☆ 妃愛

★txt00335★ 「でもお兄以外の人の前で泣いたのなんて、演技以外では初めてくらいだからね！　それも、ちょっと泣く程度じゃなくてぎゃん泣き」
☆txt00335☆ 「但是在哥哥之外的人前哭，除了表演外还是第一次！而且，还是嚎啕大哭！」

★scn00336★ 01_妃愛12_2.txt
☆scn00336☆ 01_妃愛12_2.txt

★nme00337★ 妃愛
☆nme00337☆ 妃愛

★txt00338★ 「私は去年まで泣いたことなんてほとんどなかったんだよ。それがお兄と付きあい始めてから、覚えてるだけで３回も」
☆txt00338☆ 「我到去年为止基本没怎么哭过哦。但是和哥哥开始交往之后，印象里已经哭了三次了。」

★scn00339★ 01_妃愛12_2.txt
☆scn00339☆ 01_妃愛12_2.txt

★nme00340★ 
☆nme00340☆ 

★txt00341★ 言われてみれば、妃愛が制服を着る年齢になってからは、泣き顔なんて見た覚えないなあ。
☆txt00341☆ 这么说确实，自从妃爱到了穿校服的年龄后，就不记得有看过她的哭脸了。

★scn00342★ 01_妃愛12_2.txt
☆scn00342☆ 01_妃愛12_2.txt

★nme00343★ 
☆nme00343☆ 

★txt00344★ もっとも二人きりになったばかりの幼少時は、それなりに苦労があって、この妹もときどき泣いていたので、俺の中の妃愛は泣き虫のイメージだったりする。
☆txt00344☆ 说到底在我们还小时，刚变成二人相依为命的那段时间，生活上遇到了很多的麻烦，妹妹她也会时不时地掉几滴眼泪，所以妃爱在我心中留下了一个爱哭鬼的印象。

★scn00345★ 01_妃愛12_2.txt
☆scn00345☆ 01_妃愛12_2.txt

★nme00346★ 妃愛
☆nme00346☆ 妃愛

★txt00347★ 「はあーあ、お兄と付きあってから、私は泣かされてばっかりだ！　お兄は女性を泣かせる男な上に家族まで泣かせるひどい人だ」
☆txt00347☆ 「哈——和哥哥开始交往之后，我都被弄哭了好多次了！哥哥是一个不仅让女孩子落泪，甚至还会弄哭家里人的坏家伙。」

★scn00348★ 01_妃愛12_2.txt
☆scn00348☆ 01_妃愛12_2.txt

★nme00349★ 智宏
☆nme00349☆ 智宏

★txt00350★ 「ほんとだ。わりと返す言葉もないなあ」
☆txt00350☆ 「的确。无法反驳。」

★scn00351★ 01_妃愛12_2.txt
☆scn00351☆ 01_妃愛12_2.txt

★nme00352★ 妃愛
☆nme00352☆ 妃愛

★txt00353★ 「あ、いや、他の２回はともかく、今日は悲しくて泣いたわけではないよ。あにょ、胸がきゅーっとなって」
☆txt00353☆ 「啊，也不能这么说，另外两次姑且不论，今天这次可不是因为伤心才哭的。就是那种，胸中一紧的感觉。」

★scn00354★ 01_妃愛12_2.txt
☆scn00354☆ 01_妃愛12_2.txt

★nme00355★ 
☆nme00355☆ 

★txt00356★ 俺が落ちこみかけると、妃愛はすかさずフォローに入った。お説教するときでも、俺が相手だと鬼になりきれない性格だ。
☆txt00356☆ 只要我情绪陷入低落，妃爱就一定会开始关照我。说是在说教，但按她的性格，以我为对象的话就没办法真正地严厉起来。

★scn00357★ 01_妃愛12_2.txt
☆scn00357☆ 01_妃愛12_2.txt

★nme00358★ 妃愛
☆nme00358☆ 妃愛

★txt00359★ 「でも、お兄が私への気持ちをみんなの前で……恋心は触れないにしても、はっきり好きだと言ってくれたので、びっくりした」
☆txt00359☆ 「但是，哥哥在大家的面前，把对我的感情……虽然没有提到恋爱的部分，但也亲口说了喜欢我。让我当时吓了一跳。」

★scn00360★ 01_妃愛12_2.txt
☆scn00360☆ 01_妃愛12_2.txt

★nme00361★ 妃愛
☆nme00361☆ 妃愛

★txt00362★ 「いつだったか、詩桜先輩から質問されたときも私を好きだと言ってくれたけど、最近のお兄は人前でも照れなくなってきたので、あにょ」
☆txt00362☆ 「那是多久之前呢，哥哥被诗樱学姐问到的时候虽然也说了喜欢我，但最近的哥哥即使在大家的面前这么说都不带害羞的，唔唔。」

★scn00363★ 01_妃愛12_2.txt
☆scn00363☆ 01_妃愛12_2.txt

★nme00364★ 妃愛
☆nme00364☆ 妃愛

★txt00365★ 「みんなの前で好きだと認めてくれた嬉しさと、二人だけの秘密を明かされてしまった寂しさが同居して、ただいま感情がぐわんぐわん乱れまくっているのです」
☆txt00365☆ 「哥哥在大家面前的告白所带来的喜悦，和公开只属于两个人的秘密所带来的寂寞交织在一起，让我现在的思绪变得十分混乱。」

★scn00366★ 01_妃愛12_2.txt
☆scn00366☆ 01_妃愛12_2.txt

★nme00367★ 智宏
☆nme00367☆ 智宏

★txt00368★ 「まあその、生徒会室でも言った通り、生徒会のメンバーは卒業して以降も、ずっと付きあっていく人たちだと思ったんだ」
☆txt00368☆ 「嘛，就像在学生会里所说的那样，学生会的成员都是在毕业之后也会一直和我们往来的人哦。」

★scn00369★ 01_妃愛12_2.txt
☆scn00369☆ 01_妃愛12_2.txt

★nme00370★ 智宏
☆nme00370☆ 智宏

★txt00371★ 「これから先、妃愛と何年も何年もこの家で暮らしていても、今日の誕生日の記憶があれば、誰も俺たち二人を引きはなそうとは考えないんじゃないかなって」
☆txt00371☆ 「在之后的日子里，无论我和妃爱在这间小屋中经历多少次昼伏夜出，今天生日会的这段记忆也会将我们紧紧连结在一起，无论是谁也无法分开。」

★scn00372★ 01_妃愛12_2.txt
☆scn00372☆ 01_妃愛12_2.txt

★nme00373★ 智宏
☆nme00373☆ 智宏

★txt00374★ 「それが恋愛感情とは受けとられなくても、俺と妃愛はお互いを大切に想っていて、お互いを必要としているのが伝わってくれればいいなって、そう思ったんだ」
☆txt00374☆ 「即使无法作为恋爱感情被周围认可，但我和妃爱一直都将彼此视为珍宝，视为自己无法或缺的一部分，如果我们的这份感情能传达给他们就好了。」

★scn00375★ 01_妃愛12_2.txt
☆scn00375☆ 01_妃愛12_2.txt

★nme00376★ 智宏
☆nme00376☆ 智宏

★txt00377★ 「きっともう、俺と妃愛が５０年先までいっしょに暮らしてても、ミリさんだって仕方ないと認めるはず。そう思わせるだけの手紙を書きたかったんだ」
☆txt00377☆ 「如果我和妃爱这五十年间怎么样也想生活在一起的话，里姐也只能同意了吧。我的这份信就是为了改变她的想法而写的。」

★scn00378★ 01_妃愛12_2.txt
☆scn00378☆ 01_妃愛12_2.txt

★nme00379★ 
☆nme00379☆ 

★txt00380★ 何から何まで認めてもらおうとは思わない。だけどこの先、ふたりきりの閉じた世界で生きようとも思わない。
☆txt00380☆ 虽然不觉得我和妃爱的一切都能被认可。但是，我今后也不想活在只有我们两个人的封闭世界中。

★scn00381★ 01_妃愛12_2.txt
☆scn00381☆ 01_妃愛12_2.txt

★nme00382★ 
☆nme00382☆ 

★txt00383★ せっかくできた大切な人たちを失わずに、それでも妃愛と共に暮らしつづける。そうした未来を自分の手で切りひらきたかったんだ。
☆txt00383☆ 即使这样，我还是不想辜负这些好不容易结下羁绊的人们的信赖，同时继续和妃爱一起生活下去。我想用自己的双手开创这样的未来。

★scn00384★ 01_妃愛12_2.txt
☆scn00384☆ 01_妃愛12_2.txt

★nme00385★ 智宏
☆nme00385☆ 智宏

★txt00386★ 「妃愛の誕生日に、俺との暮らしと、妃愛自身の友だちと、二人で作る幸せな未来の全てを贈りたかったんだ」
☆txt00386☆ 「我一直想在妃爱的生日上，将我的陪伴、妃爱交上的朋友以及我们两人所创造出的美好未来作为礼物送给你。」

★scn00387★ 01_妃愛12_2.txt
☆scn00387☆ 01_妃愛12_2.txt

★nme00388★ 
☆nme00388☆ 

★txt00389★ すでに妃愛は目の端に涙を浮かべた半べそ状態だった。やっぱり根っこは泣き虫なんだな、妃愛。
☆txt00389☆ 妃爱眼角的泪水已经若隐若现了。果然她一直都是那个爱哭鬼呢。

★scn00390★ 01_妃愛12_2.txt
☆scn00390☆ 01_妃愛12_2.txt

★nme00391★ 智宏
☆nme00391☆ 智宏

★txt00392★ 「誕生日おめでとう、妃愛」
☆txt00392☆ 「生日快乐，妃爱！」

★scn00393★ 01_妃愛12_2.txt
☆scn00393☆ 01_妃愛12_2.txt

★nme00394★ 妃愛
☆nme00394☆ 妃愛

★txt00395★ 「ありがとう、とても嬉しい。去年とおんなじくらい幸せ」
☆txt00395☆ 「谢谢，我真的很开心。和去年一样，都是我人生中最幸福的时光。」

★scn00396★ 01_妃愛12_2.txt
☆scn00396☆ 01_妃愛12_2.txt

★nme00397★ 妃愛
☆nme00397☆ 妃愛

★txt00398★ 「でもでもやはり大変恥ずかしかったので！　顔から業火が出るほど恥ずかしい思いをさせられたので、お兄には責任をとって欲しい」
☆txt00398☆ 「但是，果然还是好害羞啊！羞耻到脸上都要往外喷火了，都怪哥哥，所以我希望哥哥能负起责任。」

★scn00399★ 01_妃愛12_2.txt
☆scn00399☆ 01_妃愛12_2.txt

★nme00400★ 智宏
☆nme00400☆ 智宏

★txt00401★ 「なんなりと。今日は妃愛がお姫様の日なので、大抵の要求には応じる」
☆txt00401☆ 「悉听尊便。今天妃爱就是我的小公主，大部分要求都可以帮你实现。」

★scn00402★ 01_妃愛12_2.txt
☆scn00402☆ 01_妃愛12_2.txt

★nme00403★ 妃愛
☆nme00403☆ 妃愛

★txt00404★ 「ほんとは、お兄と温かいごはんを食べて、食後に甘いケーキをつついて、二人でぬくぬくお風呂に入ったりして、日が変わる前までにと考えていたのだけれども」
☆txt00404☆ 「其实，我想在今天和哥哥一起吃顿热腾腾的晚饭，饭后吃个甜甜的蛋糕，然后再两个人一起泡个热乎乎的澡。」

★scn00405★ 01_妃愛12_2.txt
☆scn00405☆ 01_妃愛12_2.txt

★nme00406★ 妃愛
☆nme00406☆ 妃愛

★txt00407★ 「お手紙を読んでもらってからというもの、頭がふわふわして、身体がぽかぽかして、理性が言うことを聞いてくれないので」
☆txt00407☆ 「都是因为你读给我的信，我现在脑袋轻飘飘，身体软绵绵，大脑已经听不进去东西了。」

★scn00408★ 01_妃愛12_2.txt
☆scn00408☆ 01_妃愛12_2.txt

★nme00409★ 智宏
☆nme00409☆ 智宏

★txt00410★ 「うん」
☆txt00410☆ 「嗯。」

★scn00411★ 01_妃愛12_2.txt
☆scn00411☆ 01_妃愛12_2.txt

★nme00412★ 妃愛
☆nme00412☆ 妃愛

★txt00413★ 「お兄の手紙を不純な気持ちで聞いていたわけではないの。それは信じて」
☆txt00413☆ 「不过我不是抱着不纯的心情来听那一封信的。这一点还请相信我。」

★scn00414★ 01_妃愛12_2.txt
☆scn00414☆ 01_妃愛12_2.txt

★nme00415★ 智宏
☆nme00415☆ 智宏

★txt00416★ 「うんうん。大丈夫だよ」
☆txt00416☆ 「嗯。没关系哦。」

★scn00417★ 01_妃愛12_2.txt
☆scn00417☆ 01_妃愛12_2.txt

★nme00418★ 妃愛
☆nme00418☆ 妃愛

★txt00419★ 「お兄への愛しさが溢れすぎて、夕食を終えるまで我慢できまてん」
☆txt00419☆ 「我对哥哥的爱已经多到要溢出来了，没办法忍到晚饭后了。」

★scn00420★ 01_妃愛12_2.txt
☆scn00420☆ 01_妃愛12_2.txt

★nme00421★ 妃愛
☆nme00421☆ 妃愛

★txt00422★ 「尽くさせてくだちゃい」
☆txt00422☆ 「请让我来照顾哥哥。」

★scn00423★ 01_妃愛12_2.txt
☆scn00423☆ 01_妃愛12_2.txt

★nme00424★ 智宏
☆nme00424☆ 智宏

★txt00425★ 「妃愛が尽くす側なんだ？　今日は妃愛の誕生日なのに」
☆txt00425☆ 「妃爱是主动的那一方？今天不是你的生日吗？」

★scn00426★ 01_妃愛12_2.txt
☆scn00426☆ 01_妃愛12_2.txt

★nme00427★ 妃愛
☆nme00427☆ 妃愛

★txt00428★ 「お姫様になって、王子様にベッドへ寝かせてもらうのも憧れるのだけど、私はやはり、お兄のお世話をするのが好きなので。生きがいなので」
☆txt00428☆ 「虽然也很憧憬那种变成公主，让王子大人睡在自己身边的情景，但我最喜欢的，果然还是照顾哥哥。因为这是我活下去的意义。」

★scn00429★ 01_妃愛12_2.txt
☆scn00429☆ 01_妃愛12_2.txt

★nme00430★ 
☆nme00430☆ 

★txt00431★ そこまで言われては甘えるしかない。俺もこの妹にお世話されるのが大好きだ。
☆txt00431☆ 都说到这种地步了，只能交给她了。我也最喜欢被妹妹照顾了。

★scn00432★ 01_妃愛12_2.txt
☆scn00432☆ 01_妃愛12_2.txt

★nme00433★ 妃愛
☆nme00433☆ 妃愛

★txt00434★ 「私の一番の幸せを感じさせてくだちゃい」
☆txt00434☆ 「请带给我最棒的幸福吧。」

